day total gv gu gd ga gn gl lg lb la ln lo tt tr ts li lv to lt lu tk th ti tg te ta yi yo de da oj dz st dv qu kn el eo en zh ee za mh eu et es ru rw rm rn ro jv be bg ba wa wo bm bn bo bh bi br bs ja om ms ty oc und tw os or xh ch co ca ce cy cs cr cv cu ve ps pt unknown tl pa pi ak pl hz hy hr iu ht hu hi ho ha he mg uz ml mn mi ik mk ur mt uk mr ug my ki aa ab ae ss af tn vi is in am it iw an ii ia as ar su io av ay az ie id ig sk nl nn no na nb nd ne ng ny vo zu so nr nv sn fr sm fy fa ff fi fj sa fo ka kg ckb kk sr sq ko sv km kl ks kr si kj kw kv ku sl sc ky sg sw se sd 
34 133619 0 34 0 0 0 0 0 0 0 0 0 0 3946 0 0 62 0 63 0 0 2063 0 0 3 57 0 0 1024 142 0 0 0 0 0 7 144 0 44175 248 0 0 0 105 302 10061 2385 0 0 0 95 0 0 44 0 0 0 0 25 0 0 0 0 0 14443 0 0 0 0 9580 0 0 4 0 0 0 0 0 95 96 0 0 0 0 9 16268 0 5656 2 0 0 529 0 2 0 0 336 86 609 0 0 0 0 0 13 0 0 0 0 200 0 105 14 0 2 0 0 0 0 0 0 0 106 41 5659 0 1440 84 0 0 0 0 6258 0 0 0 0 0 0 0 0 0 1030 0 144 0 0 0 40 0 0 0 0 0 0 0 0 4315 0 0 133 0 291 0 0 0 0 0 0 0 18 0 619 322 1 0 0 0 7 0 0 0 0 76 0 0 0 0 0 1 
35 144720 0 17 0 0 0 0 0 0 0 0 2 0 4339 0 0 66 0 46 0 0 2466 0 0 6 54 0 0 1209 152 0 0 0 0 0 10 128 0 50674 244 0 0 0 107 299 12496 2338 0 0 0 89 0 0 28 0 0 0 0 17 0 0 0 0 0 14341 0 0 0 0 10322 0 0 4 0 0 0 0 0 100 120 0 0 0 0 3 18247 0 6251 0 0 0 570 0 1 0 0 304 78 541 0 0 0 0 0 7 0 0 0 0 192 0 145 25 0 1 0 0 0 0 0 0 0 72 34 5306 0 1438 99 0 0 0 0 5497 0 0 0 0 0 0 0 0 0 895 0 129 0 0 0 40 0 0 0 0 0 0 0 0 3693 0 0 122 0 285 0 0 0 0 0 3 0 39 0 648 297 1 0 0 0 11 0 0 0 0 72 0 0 0 0 0 0 
36 152727 0 16 0 0 0 0 0 0 0 0 1 0 5536 0 0 93 0 51 0 0 2410 0 0 8 56 0 0 993 149 0 0 0 0 0 5 104 0 57256 228 0 0 0 115 293 14568 2163 0 0 0 92 0 0 17 0 0 0 0 16 0 0 0 0 0 13151 0 0 0 0 10730 0 0 1 0 0 0 0 0 89 131 0 0 0 0 0 20089 0 6027 2 0 0 479 0 6 0 0 333 95 493 0 0 0 0 0 12 0 0 0 0 105 0 117 13 0 1 0 0 0 0 0 0 0 55 49 5014 1 1429 73 0 0 0 0 4393 0 0 0 0 0 0 0 0 0 849 0 117 0 0 0 48 0 0 0 0 0 0 0 0 3325 0 0 156 0 229 0 0 0 0 0 0 0 24 0 562 287 0 0 0 0 11 0 0 0 0 61 0 0 0 0 0 0 
37 158408 0 26 0 0 0 0 0 0 0 0 1 0 6349 0 0 86 0 70 0 0 2321 0 0 3 72 0 0 884 123 0 0 0 0 0 7 156 0 58858 207 0 0 0 115 282 20097 1940 0 0 0 113 0 0 16 0 0 0 0 13 0 0 0 0 0 11514 0 0 0 0 11368 0 0 3 0 0 0 0 0 94 98 0 0 0 0 0 20296 0 6250 1 0 0 472 0 3 0 0 358 110 505 0 0 0 0 0 22 0 0 0 0 142 0 105 24 0 7 0 0 0 0 0 0 0 55 40 4487 0 1307 73 0 0 0 0 4047 0 0 0 0 0 0 0 0 0 867 0 122 0 0 0 55 0 0 0 0 0 0 0 0 2990 0 0 92 0 241 0 0 0 0 0 3 0 13 0 535 295 1 0 0 0 29 0 0 0 0 45 0 0 0 0 0 0 
38 159462 0 40 0 0 0 0 0 0 0 0 4 0 4266 0 0 85 0 59 0 0 2176 0 0 4 57 0 0 793 140 0 0 0 0 0 9 123 0 64355 226 0 0 0 107 295 19034 2049 0 0 0 100 0 0 34 0 0 0 0 8 0 0 0 0 0 9615 0 0 0 0 11537 0 0 4 0 0 0 0 0 79 108 0 0 0 0 2 21898 0 5801 1 0 0 439 0 0 0 0 349 68 542 0 0 0 0 0 16 0 0 0 0 117 0 95 14 0 2 0 0 0 0 0 0 0 47 38 4285 0 1163 63 0 0 0 0 3996 0 0 0 0 0 0 0 0 0 825 0 107 0 0 0 37 0 0 0 0 0 0 0 0 3047 0 0 92 0 236 0 0 0 0 0 5 0 19 0 490 284 0 0 0 0 29 0 0 0 0 48 0 0 0 0 0 0 
39 159008 0 50 0 0 0 0 0 0 0 0 1 0 3630 0 0 77 0 48 0 0 2447 0 0 3 59 0 0 919 134 0 0 0 0 0 12 113 0 68805 208 0 0 0 127 261 17979 1994 0 0 0 88 0 0 23 0 0 0 0 9 0 0 0 0 0 7692 0 0 0 0 11504 0 0 4 0 0 0 0 0 74 118 0 0 0 0 1 21393 0 4507 4 0 0 371 0 6 0 0 376 79 611 0 0 0 0 0 8 0 0 0 0 117 0 77 12 0 2 0 0 0 0 0 0 0 46 36 4332 0 1237 41 0 0 0 0 4162 0 0 0 0 0 0 0 0 0 848 0 126 0 0 0 40 0 0 0 0 0 0 0 0 3031 0 0 93 0 227 0 0 0 0 0 4 0 16 0 452 315 1 0 0 0 8 0 0 0 0 50 0 0 0 0 0 0 
40 158313 0 31 0 0 0 0 0 0 0 0 0 0 6325 0 0 93 0 61 0 0 2206 0 0 3 76 0 0 854 144 0 0 0 0 0 12 114 0 72064 198 0 0 0 110 258 17604 2085 0 0 0 102 0 0 19 0 0 0 0 34 0 0 0 0 0 4779 0 0 0 0 11393 0 0 4 0 0 0 0 0 92 127 0 0 0 0 1 19365 0 3190 5 0 0 466 0 0 0 0 371 83 735 0 0 0 0 0 16 0 0 0 0 148 0 74 10 0 1 0 0 0 0 0 0 0 50 49 3779 0 1283 43 0 0 0 0 4346 0 0 0 0 0 0 0 0 0 878 0 131 0 0 0 47 0 0 0 0 0 0 0 0 3334 0 0 105 0 230 0 0 0 0 0 2 0 13 0 366 335 0 0 0 0 7 0 0 0 0 61 0 0 0 0 0 1 
41 157180 0 7 0 0 0 0 0 0 0 0 0 0 6563 0 0 84 0 54 0 0 1665 0 0 3 44 0 0 841 164 0 0 0 0 0 2 112 0 74274 124 0 0 0 101 300 17766 2046 0 0 0 110 0 0 23 0 0 0 0 16 0 0 0 0 0 3063 0 0 0 0 12065 0 0 1 0 0 0 0 0 95 109 0 0 0 0 3 18783 0 2300 3 0 0 484 0 3 0 0 393 78 586 0 0 0 0 0 14 0 0 0 0 156 0 78 11 0 1 0 0 0 0 0 0 0 38 48 2957 0 1285 72 0 0 0 0 4472 0 0 0 0 0 0 0 0 0 894 0 147 0 0 0 38 0 0 0 0 0 0 0 0 3608 0 0 128 0 237 0 0 0 1 0 1 0 39 0 286 320 0 0 0 0 15 0 0 0 0 67 0 0 0 0 0 2 
42 156712 0 14 0 0 0 0 0 0 0 0 0 0 7932 0 0 82 0 66 0 0 1089 0 0 0 31 0 0 836 171 0 0 0 0 0 3 138 0 73216 106 0 0 0 112 251 18003 2504 0 0 0 132 0 0 19 0 0 0 0 10 0 0 0 0 0 2177 0 0 0 0 11969 0 0 1 0 0 0 0 0 98 114 0 0 0 0 1 19946 0 1615 1 0 0 558 0 5 0 0 375 107 450 0 0 0 0 0 5 0 0 0 0 124 0 94 19 0 0 0 0 0 0 0 0 0 30 49 1898 0 1392 52 0 0 0 0 4750 0 0 0 0 0 0 0 0 0 1034 0 132 0 0 0 16 0 0 0 0 0 0 0 0 3935 0 0 107 0 303 0 0 0 0 0 0 0 25 0 187 366 0 0 0 0 1 0 0 0 0 61 0 0 0 0 0 0 
43 156014 0 13 0 0 0 0 0 0 0 0 0 0 7400 0 0 93 0 77 0 0 666 0 0 2 9 0 0 916 160 0 0 0 0 0 1 170 0 72863 82 0 0 0 91 265 17295 2351 0 0 0 119 0 0 14 0 0 0 0 9 0 0 0 0 0 1874 0 0 0 0 11541 0 0 0 0 0 0 0 0 99 108 0 0 0 0 1 22106 0 1254 1 0 0 591 0 10 0 0 377 114 305 0 0 0 0 0 8 0 0 0 0 132 0 98 6 0 0 0 0 0 0 0 0 0 23 44 1585 1 1678 32 0 0 0 0 5014 0 0 0 0 0 0 0 0 0 1079 0 133 0 0 0 7 0 0 0 0 0 0 0 0 4152 0 0 162 0 290 0 0 0 0 0 3 0 16 0 118 385 0 0 0 0 9 0 0 0 0 62 0 0 0 0 0 0 
44 156304 0 4 0 0 0 0 0 0 0 0 0 0 9453 0 0 68 0 83 0 0 414 0 0 1 6 0 0 880 117 0 0 0 0 0 1 179 0 70066 49 0 0 0 109 226 16609 1988 0 0 0 111 0 0 19 0 0 0 0 3 0 0 0 0 0 2389 0 0 0 0 11812 0 0 0 0 0 0 0 0 82 111 0 0 0 0 0 24586 0 1057 0 0 0 628 0 6 0 0 360 104 144 0 0 0 0 0 6 0 0 0 0 113 0 90 0 0 0 0 0 0 0 0 0 0 27 157 1199 1 1609 36 0 0 0 0 5435 0 0 0 0 0 0 0 0 0 852 0 119 0 0 0 3 0 0 0 0 0 0 0 0 4152 0 0 148 0 222 0 0 0 0 0 6 0 14 0 81 322 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 
45 155645 0 0 0 0 0 0 0 0 0 0 0 0 7076 0 0 62 0 58 0 0 287 0 0 1 5 0 0 770 119 0 0 0 0 0 2 130 0 69334 54 0 0 0 122 230 17818 1599 0 0 0 90 0 0 6 0 0 0 0 1 0 0 0 0 0 4270 0 0 0 0 11293 0 0 0 0 0 0 0 0 85 97 0 0 0 0 0 26471 0 1195 0 0 0 411 0 5 0 0 373 56 91 0 0 0 0 0 0 0 0 0 0 65 0 70 0 0 1 0 0 0 0 0 0 0 14 120 1175 1 1267 12 0 0 0 0 5558 0 0 0 0 0 0 0 0 0 734 0 100 0 0 0 3 0 0 0 0 0 0 0 0 3697 0 0 124 0 180 0 0 0 1 0 3 0 27 0 95 242 0 0 0 0 1 0 0 0 0 43 0 0 0 0 0 1 
46 152744 0 5 0 0 0 0 0 0 0 0 0 0 4031 0 0 41 0 64 0 0 242 0 0 0 2 0 0 568 82 0 0 0 0 0 0 83 0 67342 65 0 0 0 85 203 18221 1083 0 0 0 104 0 0 12 0 0 0 0 2 0 0 0 0 0 6330 0 0 0 0 11070 0 0 1 0 0 0 0 0 90 67 0 0 0 0 0 28285 0 1471 0 0 0 297 0 11 0 0 364 41 85 0 0 0 0 0 2 0 0 0 0 48 0 40 1 0 0 0 0 0 0 0 0 0 11 62 1680 1 882 11 0 0 0 0 5366 0 0 0 0 0 0 0 0 0 422 0 87 0 0 0 2 0 0 0 0 0 0 0 0 3110 0 0 87 0 162 0 0 0 0 0 1 0 14 0 192 175 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 
47 152666 0 4 0 0 0 0 0 0 0 0 1 0 2324 0 0 61 0 61 0 0 415 0 0 0 8 0 0 443 97 0 0 0 0 0 2 40 0 67659 82 0 0 0 89 233 18559 717 0 0 0 109 0 0 2 0 0 0 0 6 0 0 0 0 0 7759 0 0 0 0 10320 0 0 0 0 0 0 0 0 67 59 0 0 0 0 0 29735 0 1962 0 0 0 192 0 0 0 0 341 60 96 0 0 0 0 0 3 0 0 0 0 42 0 32 2 0 0 0 0 0 0 0 0 0 31 51 2256 0 626 8 0 0 0 0 4788 0 0 0 0 0 0 0 0 0 295 0 73 0 0 0 10 0 0 0 0 0 0 0 0 2377 0 0 36 0 176 0 0 0 0 0 2 0 13 0 211 106 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 0 
48 153668 0 4 0 0 0 0 0 0 0 0 0 0 1206 0 0 46 0 58 0 0 662 0 0 0 10 0 0 334 113 0 0 0 0 0 2 10 0 69085 139 0 0 0 131 217 18304 530 0 0 0 76 0 0 4 0 0 0 0 1 0 0 0 0 0 8638 0 0 0 0 10051 0 0 1 0 0 0 0 0 93 56 0 0 0 0 0 30898 0 2474 1 0 0 156 0 3 0 0 379 44 193 0 0 0 0 0 2 0 0 0 0 16 0 13 2 0 0 0 0 0 0 0 0 0 41 46 2957 0 474 11 0 0 0 0 3520 0 0 0 0 0 0 0 0 0 242 0 92 0 0 0 22 0 0 0 0 0 0 0 0 1650 0 0 24 0 139 0 0 0 0 0 1 0 4 0 361 112 0 0 0 0 3 0 0 0 0 17 0 0 0 0 0 0 
49 154979 0 11 0 0 0 0 0 0 0 0 0 0 787 0 0 55 0 50 0 0 910 0 0 2 26 0 0 266 129 0 0 0 0 0 2 21 0 70281 140 0 0 0 98 194 17829 428 0 0 0 91 0 0 4 0 0 0 0 5 0 0 0 0 0 9704 0 0 0 0 10308 0 0 3 0 0 0 0 0 85 56 0 0 0 0 0 31342 0 2942 0 0 0 145 0 0 0 0 434 52 268 0 0 0 0 0 2 0 0 0 0 29 0 11 11 0 0 0 0 0 0 0 0 0 39 40 3301 0 425 13 0 0 0 0 2225 0 0 0 0 0 0 0 0 0 248 0 83 0 0 0 37 0 0 0 0 0 0 0 0 1172 0 0 21 0 132 0 0 0 0 0 0 0 2 0 365 111 0 0 0 0 10 0 0 0 0 34 0 0 0 0 0 0 
50 152660 0 6 0 0 0 0 0 0 0 0 1 0 583 0 0 30 0 51 0 0 1105 0 0 8 59 0 0 243 98 0 0 0 0 0 7 18 0 66721 186 0 0 0 103 219 17703 541 0 0 0 90 0 0 1 0 0 0 0 22 0 0 0 0 0 10930 0 0 0 0 10745 0 0 0 0 0 0 0 0 77 49 0 0 0 0 0 29951 0 3401 3 0 0 99 0 1 0 0 452 42 374 0 0 0 0 0 8 0 0 0 0 38 0 9 8 0 2 0 0 0 0 0 0 0 37 33 4282 0 390 1 0 0 0 0 1929 0 0 0 0 0 0 0 0 0 184 0 94 0 0 0 55 0 0 0 0 0 0 0 0 925 0 0 12 0 151 0 0 0 0 0 0 0 0 0 467 83 0 0 0 0 6 0 0 0 0 27 0 0 0 0 0 0 
51 149312 0 7 0 0 0 0 0 0 0 0 0 0 721 0 0 51 0 47 0 0 1474 0 0 5 51 0 0 261 90 0 0 0 0 0 6 14 0 68835 213 0 0 0 99 198 16205 715 0 0 0 85 0 0 4 0 0 0 0 6 0 0 0 0 0 13442 0 0 0 0 10827 0 0 0 0 0 0 0 0 82 50 0 0 0 0 1 22395 0 3700 3 0 0 131 0 0 0 0 392 46 555 0 0 0 0 0 5 0 0 0 0 70 0 20 23 0 0 0 0 0 0 0 0 0 65 27 4389 0 372 6 0 0 0 0 1704 0 0 0 0 0 0 0 0 0 185 0 92 0 0 0 66 0 0 0 0 0 0 0 0 797 0 0 31 0 169 0 0 0 0 0 1 0 1 0 437 92 0 0 0 0 17 0 0 0 0 30 0 0 0 0 0 2 
52 139306 0 24 0 0 0 0 0 0 0 0 0 0 1138 0 0 65 0 68 0 0 1778 0 0 7 57 0 0 442 89 0 0 0 0 0 16 46 0 65275 223 0 0 0 98 279 14013 955 0 0 0 82 0 0 5 0 0 0 0 7 0 0 0 0 0 13231 0 0 0 0 10311 0 0 4 0 0 0 0 0 101 46 0 0 0 0 0 16329 0 4011 2 0 0 138 0 0 0 0 404 72 611 0 0 0 0 0 8 0 0 0 0 83 0 23 23 0 2 0 0 0 0 0 0 0 68 25 4924 0 479 17 0 0 0 0 1622 0 0 0 0 0 0 0 0 0 277 0 70 0 0 0 30 0 0 0 0 0 0 0 0 785 0 0 52 0 186 0 0 0 0 0 0 0 2 0 580 89 0 0 0 0 10 0 0 0 0 24 0 0 0 0 0 0 
53 123374 0 19 0 0 0 0 0 0 0 0 1 0 2089 0 0 64 0 45 0 0 2058 0 0 9 71 0 0 465 87 0 0 0 6 0 10 120 0 55958 238 0 0 0 75 291 10645 1377 0 0 0 84 0 0 11 0 0 0 0 9 0 0 0 0 0 13250 0 0 0 0 8961 0 0 2 0 0 0 0 0 69 61 0 0 0 0 3 10777 0 4081 0 0 0 221 0 0 0 0 328 69 726 0 0 0 0 0 8 0 0 0 0 184 0 62 31 0 3 0 0 0 0 0 0 0 77 21 5286 0 678 33 0 0 0 0 2144 0 0 0 0 0 0 0 0 0 397 0 59 0 0 0 29 0 0 0 0 0 0 0 0 1090 0 0 75 0 217 0 0 0 0 0 1 0 12 0 500 147 0 0 0 0 6 0 0 0 0 33 0 0 0 0 0 1 
54 112072 0 18 0 0 0 0 0 0 0 0 2 0 2952 0 0 56 0 43 0 0 1853 0 0 9 77 0 0 639 127 0 0 0 0 0 6 188 0 48090 243 0 0 0 70 282 7879 1787 0 0 0 63 0 0 19 0 0 0 0 12 0 0 0 0 0 13595 0 0 0 0 8636 0 0 5 0 0 0 0 0 59 77 0 0 0 0 2 6751 0 3957 5 0 0 307 0 2 0 0 290 59 663 0 0 0 0 0 7 0 0 0 0 155 0 85 31 0 0 0 0 0 0 0 0 0 77 31 5148 2 980 34 0 0 0 0 3000 0 0 0 0 0 0 0 0 0 643 0 75 0 0 0 37 0 0 0 0 0 0 0 0 1697 0 0 78 0 273 0 0 0 2 0 4 0 14 0 544 288 0 0 0 0 3 0 0 0 0 40 0 0 0 0 0 1 
55 219853 0 45 0 0 0 0 0 0 0 0 0 0 7408 0 0 145 0 95 0 0 4486 0 0 15 217 0 0 1891 211 0 0 0 0 0 10 315 0 86770 429 0 0 0 153 555 13219 4110 0 0 0 172 0 0 54 0 0 0 0 36 0 0 0 0 0 28430 0 0 0 0 17384 0 0 6 0 0 0 0 0 123 173 0 0 0 0 3 9976 0 8066 3 0 0 914 0 7 0 0 563 141 1557 0 0 0 0 0 18 0 0 0 0 242 0 164 54 0 2 0 0 0 0 0 0 0 171 47 10543 0 2359 146 0 0 0 0 7327 0 0 0 0 0 0 0 0 0 1811 0 173 0 0 0 114 0 0 0 0 0 0 0 0 5703 0 0 191 0 922 0 0 0 0 0 5 0 54 0 1284 725 0 0 0 0 16 0 0 0 0 100 0 0 0 0 0 0 
56 223592 0 47 0 0 0 0 0 0 0 0 2 0 8289 0 0 153 0 74 0 0 4215 0 0 4 192 0 0 2173 242 0 0 0 0 0 9 335 0 80736 468 0 0 0 171 551 14001 4493 0 0 0 153 0 0 62 0 0 0 0 53 0 0 0 0 0 31237 0 0 0 0 17377 0 0 4 0 0 0 0 0 153 294 0 0 0 0 3 11240 0 8248 4 0 0 1152 0 8 0 0 525 132 1340 0 0 0 0 0 21 0 0 0 0 224 0 189 43 0 1 0 0 0 0 0 0 0 159 64 10240 1 2942 121 0 0 0 0 8937 0 0 0 0 0 0 0 0 0 2146 0 220 0 0 0 79 0 0 0 0 0 0 0 0 6945 0 0 178 0 658 0 0 0 0 0 7 0 57 0 1368 722 1 0 0 0 21 0 0 0 0 108 0 0 0 0 0 0 
57 235998 0 30 0 0 0 0 0 0 0 0 1 0 9653 0 0 130 0 108 0 0 4572 0 0 3 183 0 0 2244 306 0 0 0 0 0 12 311 0 78733 566 0 0 0 168 628 15268 4795 0 0 0 181 0 0 62 0 0 0 0 45 0 0 0 0 0 32086 0 0 0 0 18464 0 0 7 0 0 0 0 0 168 296 0 0 0 0 5 16888 0 8921 2 0 0 1190 0 10 0 0 549 169 1258 0 0 0 0 0 20 0 0 0 0 200 0 203 37 0 5 0 0 0 0 0 0 0 150 61 10704 0 2988 121 0 0 0 0 9725 0 0 0 0 0 0 0 0 0 2266 0 218 0 0 0 62 0 0 0 0 0 0 0 0 8099 0 0 213 0 568 0 0 0 3 0 3 0 50 0 1396 762 0 0 0 0 16 0 0 0 0 115 0 0 0 0 0 1 
58 251069 0 42 0 0 0 0 0 0 0 0 3 0 9434 0 0 182 0 94 0 0 4767 0 0 5 145 0 0 2172 314 0 0 0 0 0 5 332 0 80375 588 0 0 0 240 609 17304 4770 0 0 0 176 0 0 51 0 0 0 0 32 0 0 0 0 0 31700 0 0 0 0 18979 0 0 3 0 0 0 0 0 187 300 0 0 0 0 1 24331 0 10834 2 0 0 1416 0 1 0 0 586 164 1245 0 0 0 0 0 26 0 0 0 0 301 0 206 34 0 4 0 0 0 0 0 0 0 164 95 11299 1 2945 144 0 0 0 0 10538 0 0 0 0 0 0 0 0 0 2315 0 247 0 0 0 80 0 0 0 0 0 0 0 0 8278 0 0 163 0 685 0 0 0 1 0 10 0 56 0 1227 714 2 0 0 0 13 0 0 0 0 130 0 0 0 0 0 2 
59 275905 0 27 0 0 0 0 0 0 0 0 4 0 9606 0 0 168 0 86 0 0 5305 0 0 13 119 0 0 2465 285 0 0 0 0 0 14 319 0 89910 542 0 0 0 240 664 22001 4473 0 0 0 201 0 0 57 0 0 0 0 32 0 0 0 0 0 31700 0 0 0 0 20209 0 0 2 0 0 0 0 0 209 283 0 0 0 0 6 32860 0 11603 1 0 0 1217 0 1 0 0 605 197 1217 0 0 0 0 0 21 0 0 0 0 330 0 166 59 0 5 0 0 0 0 0 0 0 198 105 11673 0 2740 127 0 0 0 0 10596 0 0 0 0 0 0 0 0 0 2014 0 307 0 0 0 67 0 0 0 0 0 0 0 0 7725 0 0 211 0 632 0 0 0 2 0 5 0 50 0 1360 754 3 0 0 0 9 0 0 0 0 104 0 0 0 0 0 1 
60 300248 0 36 0 0 0 0 0 0 0 0 6 0 9530 0 0 167 0 123 0 0 5140 0 0 23 172 0 0 2186 346 0 0 0 0 0 18 255 0 106542 470 0 0 0 242 671 25568 4256 0 0 0 201 0 0 59 0 0 0 0 41 0 0 0 0 0 28792 0 0 0 0 21608 0 0 7 0 0 0 0 0 215 301 0 0 0 0 1 39576 0 11821 4 0 0 1025 0 5 0 0 721 188 1128 0 0 0 0 0 33 0 0 0 0 180 0 161 37 0 0 0 0 0 0 0 0 0 136 88 12478 2 2772 106 0 0 0 0 10480 0 0 0 0 0 0 0 0 0 2053 0 309 0 0 0 89 0 0 0 0 0 0 0 0 6842 0 0 206 0 615 0 0 0 0 0 5 0 48 0 1242 785 3 0 0 0 22 0 0 0 0 111 0 0 0 0 0 1 
61 311220 0 32 0 0 0 0 0 0 0 0 9 0 11037 0 0 176 0 126 0 0 5260 0 0 18 149 0 0 1949 315 0 0 0 0 0 7 219 0 116901 455 0 0 0 298 662 26492 3750 0 0 0 194 0 0 38 0 0 0 0 29 0 0 0 0 0 26075 0 0 0 0 22024 0 0 10 0 0 0 0 0 204 339 0 0 0 0 2 42613 0 11991 6 0 0 998 0 6 0 0 722 157 1415 0 0 0 0 0 35 0 0 0 0 186 0 130 29 0 5 0 0 0 0 0 0 0 111 82 11684 1 2616 110 0 0 0 0 10101 0 0 0 0 0 0 0 0 0 2054 0 321 0 0 0 91 0 0 0 0 0 0 0 0 5907 0 0 207 0 600 0 0 0 2 0 8 0 35 0 1242 862 1 0 0 0 24 0 0 0 0 96 0 0 0 0 0 2 
62 316156 0 26 0 0 0 0 0 0 0 0 9 0 9502 0 0 183 0 141 0 0 5585 0 0 11 141 0 0 1996 347 0 0 0 0 0 16 173 0 126386 485 0 0 0 270 667 28304 3722 0 0 0 212 0 0 36 0 0 0 0 33 0 0 0 0 0 22340 0 0 0 0 21636 0 0 11 0 0 0 0 0 230 280 0 0 0 0 6 44284 0 11207 6 0 0 943 0 13 0 0 799 168 1454 0 0 0 0 0 24 0 0 0 0 169 0 167 25 0 3 0 0 0 0 0 0 0 103 111 11542 1 2531 110 0 0 0 0 9117 0 0 0 0 0 0 0 0 0 1961 0 327 0 0 0 131 0 0 0 0 0 0 0 0 5300 0 0 189 0 622 0 0 0 1 0 7 0 48 0 1147 813 0 0 0 0 13 0 0 0 0 72 0 0 0 0 0 0 
63 317547 0 38 0 0 0 0 0 0 0 0 0 0 10277 0 0 199 0 135 0 0 5336 0 0 9 160 0 0 1931 320 0 0 0 0 0 27 196 0 135966 431 0 0 0 229 692 30307 3865 0 0 0 204 0 0 44 0 0 0 0 33 0 0 0 0 0 16546 0 0 0 0 22042 0 0 2 0 0 0 0 0 239 396 0 0 0 0 5 42070 0 8898 2 0 0 905 0 2 0 0 758 176 1414 0 0 0 0 0 30 0 0 0 0 247 0 166 59 0 5 0 0 0 0 0 0 0 78 99 10123 0 2352 153 0 0 0 0 9802 0 0 0 0 0 0 0 0 0 1728 0 284 0 0 0 155 0 0 0 0 0 0 0 0 5595 0 0 178 0 629 0 0 0 2 0 8 0 46 0 1028 804 0 0 0 0 31 0 0 0 0 91 0 0 0 0 0 0 
64 212700 0 22 0 0 0 0 0 0 0 0 0 0 8048 0 0 122 0 66 0 0 3229 0 0 5 99 0 0 1161 199 0 0 0 0 0 11 163 0 94878 213 0 0 0 140 384 22186 2763 0 0 0 154 0 0 42 0 0 0 0 29 0 0 0 0 0 7101 0 0 0 0 15572 0 0 4 0 0 0 0 0 143 264 0 0 0 0 3 26208 0 4352 3 0 0 623 0 2 0 0 583 133 873 0 0 0 0 0 25 0 0 0 0 128 0 111 32 0 2 0 0 0 0 0 0 0 59 63 5642 0 1863 149 0 0 0 0 7539 0 0 0 0 0 0 0 0 0 1100 0 183 0 0 0 40 0 0 0 0 0 0 0 0 4382 0 0 144 0 389 0 0 0 1 0 0 0 33 0 462 487 1 0 0 0 20 0 0 0 0 64 0 0 0 0 0 3 
65 316357 0 18 0 0 0 0 0 0 0 0 1 0 18927 0 0 157 0 125 0 0 3841 0 0 6 139 0 0 1788 260 0 0 0 0 0 14 244 0 140835 262 0 0 0 252 533 33437 4512 0 0 0 201 0 0 47 0 0 0 0 33 0 0 0 0 0 6882 0 0 0 0 23109 0 0 4 0 0 0 0 0 195 358 0 0 0 0 1 37816 0 4716 2 0 0 1120 0 3 0 0 796 166 1125 0 0 0 0 0 36 0 0 0 0 248 0 204 21 0 2 0 0 0 0 0 0 0 46 99 6374 0 2904 229 0 0 0 0 13544 0 0 0 0 0 0 0 0 0 1754 0 249 0 0 0 53 0 0 0 0 0 0 0 0 6421 0 0 221 0 559 0 0 0 0 0 4 0 56 0 557 743 0 0 0 0 15 0 0 0 0 90 0 0 0 0 0 3 
66 315546 0 23 0 0 0 0 0 0 0 0 0 0 19616 0 0 160 0 126 0 0 2533 0 0 6 68 0 0 1802 266 0 0 0 0 0 7 295 0 142832 203 0 0 0 212 538 32977 4357 0 0 0 206 0 0 38 0 0 0 0 36 0 0 0 0 0 4555 0 0 0 0 23416 0 0 4 0 0 0 0 0 201 374 0 0 0 0 0 37518 0 3078 0 0 0 1116 0 7 0 0 725 274 818 0 0 0 0 0 23 0 0 0 0 237 0 180 14 0 0 0 0 0 0 0 0 0 44 101 4325 2 2643 212 0 0 0 0 18280 0 0 0 0 0 0 0 0 0 1802 0 265 0 0 0 14 0 0 0 0 0 0 0 0 6790 0 0 299 0 532 0 0 0 1 0 3 0 46 0 421 805 0 0 0 0 11 0 0 0 0 108 0 0 0 0 0 1 
67 313868 0 14 0 0 0 0 0 0 0 0 0 0 12681 0 0 147 0 121 0 0 1578 0 0 2 47 0 0 1739 244 0 0 0 0 0 4 203 0 149056 125 0 0 0 197 527 32534 4465 0 0 0 219 0 0 53 0 0 0 0 26 0 0 0 0 0 3532 0 0 0 0 24445 0 0 0 0 0 0 0 0 227 280 0 0 0 0 1 41858 0 2491 0 0 0 1222 0 15 0 0 827 253 514 0 0 0 0 0 24 0 0 0 0 175 0 239 11 0 0 0 0 0 0 0 0 0 43 132 3184 1 2819 172 0 0 0 0 15709 0 0 0 0 0 0 0 0 0 1749 0 249 0 0 0 14 0 0 0 0 0 0 0 0 7678 0 0 292 0 493 0 0 0 2 0 4 0 55 0 362 712 0 0 0 0 5 0 0 0 0 97 0 0 0 0 0 0 
